"Ticker","Name","Exchange"
"JPYMDL=X","JPY/MDL","CCY"
"SEKLTL=X","SEK/LTL","CCY"
"JODINR=X","JOD/INR","CCY"
"GBP=X","USD/GBP","CCY"
"EURHRK=X","EUR/HRK","CCY"
"KRWEGP=X","KRW/EGP","CCY"
"TRYTHB=X","TRY/THB","CCY"
"GHSINR=X","GHS/INR","CCY"
"CADBAM=X","CAD/BAM","CCY"
"AUDBWP=X","AUD/BWP","CCY"
"UYUBRL=X","UYU/BRL","CCY"
"29134356=X","SGD/BGN","CCY"
"SARHKD=X","SAR/HKD","CCY"
"EURYER=X","EUR/YER","CCY"
"LKRSAR=X","LKR/SAR","CCY"
"JPYJMD=X","JPY/JMD","CCY"
"MOP=X","USD/MOP","CCY"
"CADGYD=X","CAD/GYD","CCY"
"LKRZAR=X","LKR/ZAR","CCY"
"RSD=X","USD/RSD","CCY"
"HRKZAR=X","HRK/ZAR","CCY"
"JODLVL=X","JOD/LVL","CCY"
"SEKUSD=X","SEK/USD","CCY"
"GBPDKK=X","GBP/DKK","CCY"
"CNH=X","USD/CNH","CCY"
"KWDLTL=X","KWD/LTL","CCY"
"KRWLKR=X","KRW/LKR","CCY"
"EUR-UZS.F","EUR/UZS","FRA"
"NPREUR=X","NPR/EUR","CCY"
"GHS=X","USD/GHS","CCY"
"MYRIDR=X","MYR/IDR","CCY"
"ZARILS=X","ZAR/ILS","CCY"
"IDRUGX=X","IDR/UGX","CCY"
"CHFAOA=X","CHF/AOA","CCY"
"EURKMF=X","EUR/KMF","CCY"
"EURMZN=X","EUR/MZN","CCY"
"SZLGBP=X","SZL/GBP","CCY"
"GBPMXN=X","GBP/MXN","CCY"
"HUFPHP=X","HUF/PHP","CCY"
"MKDGBP=X","MKD/GBP","CCY"
"ARSSGD=X","ARS/SGD","CCY"
"BWPEGP=X","BWP/EGP","CCY"
"EURHNL=X","EUR/HNL","CCY"
"ARSCOP=X","ARS/COP","CCY"
"AEDQAR=X","AED/QAR","CCY"
"THBBOB=X","THB/BOB","CCY"
"HKDEGP=X","HKD/EGP","CCY"
"TTDCHF=X","TTD/CHF","CCY"
"AEDGBP=X","AED/GBP","CCY"
"CZKKRW=X","CZK/KRW","CCY"
"QAR=X","USD/QAR","CCY"
"SGDKES=X","SGD/KES","CCY"
"MURLKR=X","MUR/LKR","CCY"
"EURTRY=X","EUR/TRY","CCY"
"KWDEGP=X","KWD/EGP","CCY"
"PLNISK=X","PLN/ISK","CCY"
"PHPMUR=X","PHP/MUR","CCY"
"CHFDKK=X","CHF/DKK","CCY"
"EURALL=X","EUR/ALL","CCY"
"ILSTND=X","ILS/TND","CCY"
"GBPNZD=X","GBP/NZD","CCY"
"CADHRK=X","CAD/HRK","CCY"
"XOFDKK=X","XOF/DKK","CCY"
"SGDSAR=X","SGD/SAR","CCY"
"QARGBP=X","QAR/GBP","CCY"
"CNYPLN=X","CNY/PLN","CCY"
"NZDFJD=X","NZD/FJD","CCY"
"EURUZS=X","EUR/UZS","CCY"
"CADSRD=X","CAD/SRD","CCY"
"GELCHF=X","GEL/CHF","CCY"
"GBPPLN=X","GBP/PLN","CCY"
"NZDSEK=X","NZD/SEK","CCY"
"AUDTJS=X","AUD/TJS","CCY"
"EUR-BND.F","EUR/BND","FRA"
"SEKHKD=X","SEK/HKD","CCY"
"PLNIDR=X","PLN/IDR","CCY"
"CADXOF=X","CAD/XOF","CCY"
"QARSEK=X","QAR/SEK","CCY"
"AUDBZD=X","AUD/BZD","CCY"
"MVRGBP=X","MVR/GBP","CCY"
"INRSEK=X","INR/SEK","CCY"
"BSDUSD=X","BSD/USD","CCY"
"GHSRWF=X","GHS/RWF","CCY"
"MURUSD=X","MUR/USD","CCY"
"ARSBOB=X","ARS/BOB","CCY"
"OMRILS=X","OMR/ILS","CCY"
"KWDTWD=X","KWD/TWD","CCY"
"GBPLSL=X","GBP/LSL","CCY"
"LTLTWD=X","LTL/TWD","CCY"
"SGDNGN=X","SGD/NGN","CCY"
"VEF=X","USD/VEF","CCY"
"AEDEUR=X","AED/EUR","CCY"
"EURSLL=X","EUR/SLL","CCY"
"ILSSGD=X","ILS/SGD","CCY"
"ZARHRK=X","ZAR/HRK","CCY"
"GBPLYD=X","GBP/LYD","CCY"
"TWDJOD=X","TWD/JOD","CCY"
"EUR-INR.F","EUR/INR","FRA"
"RUBEGP=X","RUB/EGP","CCY"
"GBPGMD=X","GBP/GMD","CCY"
"EUR-BMD.F","EUR/BMD","FRA"
"TNDKRW=X","TND/KRW","CCY"
"LSLEUR=X","LSL/EUR","CCY"
"CHGLE.SW","GLEICH VORT.","EBS"
"CADGBP=X","CAD/GBP","CCY"
"PHPJPY=X","PHP/JPY","CCY"
"PGKCHF=X","PGK/CHF","CCY"
"NZDCZK=X","NZD/CZK","CCY"
"HU42.EX","STURM USA 40BN 12","EUX"
"JPYCLP=X","JPY/CLP","CCY"
"THBZAR=X","THB/ZAR","CCY"
"INRZAR=X","INR/ZAR","CCY"
"BDTHKD=X","BDT/HKD","CCY"
"NZDIDR=X","NZD/IDR","CCY"
"HUF=X","USD/HUF","CCY"
"CHFGEL=X","CHF/GEL","CCY"
"SEKMAD=X","SEK/MAD","CCY"
"JPYXOF=X","JPY/XOF","CCY"
"JODEUR=X","JOD/EUR","CCY"
"XF000EURMXN2.SG","EUR/MXN FIXING","STU"
"MVR=X","USD/MVR","CCY"
"ZAR=X","USD/ZAR","CCY"
"SARMUR=X","SAR/MUR","CCY"
"UYUPEN=X","UYU/PEN","CCY"
"THBTWD=X","THB/TWD","CCY"
"SEKJOD=X","SEK/JOD","CCY"
"HKDMAD=X","HKD/MAD","CCY"
"EUREUR=X","EUR/EUR ","CCY"
"LVLILS=X","LVL/ILS","CCY"
"ISKCAD=X","ISK/CAD","CCY"
"GBPRWF=X","GBP/RWF","CCY"
"CNHUSD=X","CNH/USD","CCY"
"TTD=X","USD/TTD","CCY"
"THBCOP=X","THB/COP","CCY"
"INRLVL=X","INR/LVL","CCY"
"DKKMAD=X","DKK/MAD","CCY"
"EBM.PA","WHEAT","PAR"
"CHFINR=X","CHF/INR","CCY"
"CHFDOP=X","CHF/DOP","CCY"
"CADGMD=X","CAD/GMD","CCY"
"ZARKES=X","ZAR/KES","CCY"
"UGXKZT=X","UGX/KZT","CCY"
"THBCAD=X","THB/CAD","CCY"
"BNDXDR=X","BND/XDR","CCY"
"AWGCHF=X","AWG/CHF","CCY"
"NZDUAH=X","NZD/UAH","CCY"
"AED=X","USD/AED","CCY"
"AUDTTD=X","AUD/TTD","CCY"
"NZDSAR=X","NZD/SAR","CCY"
"MURLTL=X","MUR/LTL","CCY"
"14596345.EX","HURRICANE FUTURES","EUX"
"HRKLTL=X","HRK/LTL","CCY"
"BOBUYU=X","BOB/UYU","CCY"
"XDRDKK=X","XDR/DKK","CCY"
"TRYRUB=X","TRY/RUB","CCY"
"RONAED=X","RON/AED","CCY"
"JPYMRO=X","JPY/MRO","CCY"
"NZDPKR=X","NZD/PKR","CCY"
"JPYSYP=X","JPY/SYP","CCY"
"11667427.SW","HELVETIA GOLDUNZE","EBS"
"JMDDKK=X","JMD/DKK","CCY"
"INRPLN=X","INR/PLN","CCY"
"HKDMUR=X","HKD/MUR","CCY"
"TJSCHF=X","TJS/CHF","CCY"
"ETBEUR=X","ETB/EUR","CCY"
"JMDEUR=X","JMD/EUR","CCY"
"VUVARS=X","VUV/ARS","CCY"
"UYUEUR=X","UYU/EUR","CCY"
"EURPEN=X","EUR/PEN","CCY"
"UYUTHB=X","UYU/THB","CCY"
"INRISK=X","INR/ISK","CCY"
"CHFETB=X","CHF/ETB","CCY"
"QARAUD=X","QAR/AUD","CCY"
"JODAED=X","JOD/AED","CCY"
"PLNGBP=X","PLN/GBP","CCY"
"LKRHUF=X","LKR/HUF","CCY"
"EUR-KES.F","EUR/KES","FRA"
"HKDTND=X","HKD/TND","CCY"
"MYRSEK=X","MYR/SEK","CCY"
"PENUYU=X","PEN/UYU","CCY"
"UYUARS=X","UYU/ARS","CCY"
"CNYBRL=X","CNY/BRL","CCY"
"LVLMAD=X","LVL/MAD","CCY"
"JPYHRK=X","JPY/HRK","CCY"
"XF000EURNOK5.SG","EUR/NOK FIXING","STU"
"SARKES=X","SAR/KES","CCY"
"EUR-KGS.F","EUR/KGS","FRA"
"EGPGBP=X","EGP/GBP","CCY"
"SGDKWD=X","SGD/KWD","CCY"
"CHFBIF=X","CHF/BIF","CCY"
"FJD=X","USD/FJD","CCY"
"JPYILS=X","JPY/ILS","CCY"
"JPYAUD=X","JPY/AUD","CCY"
"EUR-SAR.F","EUR/SAR","FRA"
"EURKHR=X","EUR/KHR","CCY"
"CHFTHB=X","CHF/THB","CCY"
"JPYNZD=X","JPY/NZD","CCY"
"CHFISK=X","CHF/ISK","CCY"
"THBQAR=X","THB/QAR","CCY"
"ZARMYR=X","ZAR/MYR","CCY"
"MXNCZK=X","MXN/CZK","CCY"
"GBPARS=X","GBP/ARS","CCY"
"JPYPAB=X","JPY/PAB","CCY"
"TWDEGP=X","TWD/EGP","CCY"
"EURGBP=X","EUR/GBP","CCY"
"EURBOB=X","EUR/BOB","CCY"
"29134341=X","HKD/HUF","CCY"
"MADLVL=X","MAD/LVL","CCY"
"QARKES=X","QAR/KES","CCY"
"ILSCZK=X","ILS/CZK","CCY"
"AUDTMT=X","AUD/TMT","CCY"
"TWDCAD=X","TWD/CAD","CCY"
"TTDGBP=X","TTD/GBP","CCY"
"MVRCHF=X","MVR/CHF","CCY"
"DJFEUR=X","DJF/EUR","CCY"
"INRBWP=X","INR/BWP","CCY"
"INRCHF=X","INR/CHF","CCY"
"MXNMAD=X","MXN/MAD","CCY"
"CNYBWP=X","CNY/BWP","CCY"
"OMRTWD=X","OMR/TWD","CCY"
"MAD=X","USD/MAD","CCY"
"BAM=X","USD/BAM","CCY"
"CHFALL=X","CHF/ALL","CCY"
"LVLCNY=X","LVL/CNY","CCY"
"JPYPKR=X","JPY/PKR","CCY"
"DKKNZD=X","DKK/NZD","CCY"
"29134333=X","CLP/ARS","CCY"
"FJDEUR=X","FJD/EUR","CCY"
"CADFKP=X","CAD/FKP","CCY"
"GDEPQ.MDD","ELECT. PEAK.GER Q","MDD"
"881341.HE","FIM/EUR FIXING","HEL"
"CNYIDR=X","CNY/IDR","CCY"
"NOKCNH=X","NOK/CNH","CCY"
"MXNSEK=X","MXN/SEK","CCY"
"OMRKWD=X","OMR/KWD","CCY"
"CHFJMD=X","CHF/JMD","CCY"
"EUR-BRL.F","EUR/BRL","FRA"
"CADUZS=X","CAD/UZS","CCY"
"RSDUSD=X","RSD/USD","CCY"
"29134340=X","HKD/CZK","CCY"
"TRYCLP=X","TRY/CLP","CCY"
"LKRISK=X","LKR/ISK","CCY"
"AEDSGD=X","AED/SGD","CCY"
"GBPCLP=X","GBP/CLP","CCY"
"LKRINR=X","LKR/INR","CCY"
"MXNTHB=X","MXN/THB","CCY"
"EGPUSD=X","EGP/USD","CCY"
"MURISK=X","MUR/ISK","CCY"
"HKDVEF=X","HKD/VEF","CCY"
"VUVPEN=X","VUV/PEN","CCY"
"KRWINR=X","KRW/INR","CCY"
"XF000EURCOP7.SG","EUR/COP","STU"
"AUDXCD=X","AUD/XCD","CCY"
"INRTZS=X","INR/TZS","CCY"
"PGKGBP=X","PGK/GBP","CCY"
"COPTHB=X","COP/THB","CCY"
"UGXTWD=X","UGX/TWD","CCY"
"TNDJOD=X","TND/JOD","CCY"
"EURPGK=X","EUR/PGK","CCY"
"CZKINR=X","CZK/INR","CCY"
"14243440.SW","HELVETIA 1/5 GOLD","EBS"
"PKRCAD=X","PKR/CAD","CCY"
"TNDHUF=X","TND/HUF","CCY"
"LTLCHF=X","LTL/CHF","CCY"
"KESJOD=X","KES/JOD","CCY"
"NOKRUB=X","NOK/RUB","CCY"
"BSDCAD=X","BSD/CAD","CCY"
"SEKAED=X","SEK/AED","CCY"
"BWPXDR=X","BWP/XDR","CCY"
"MURCHF=X","MUR/CHF","CCY"
"PENBOB=X","PEN/BOB","CCY"
"HRKNZD=X","HRK/NZD","CCY"
"TNDDKK=X","TND/DKK","CCY"
"CHFJOD=X","CHF/JOD","CCY"
"HRKCZK=X","HRK/CZK","CCY"
"SVCEUR=X","SVC/EUR","CCY"
"SGDCHF=X","SGD/CHF","CCY"
"RONHRK=X","RON/HRK","CCY"
"CZKAUD=X","CZK/AUD","CCY"
"UGXKES=X","UGX/KES","CCY"
"EGPNOK=X","EGP/NOK","CCY"
"GBPSHP=X","GBP/SHP","CCY"
"NIOCHF=X","NIO/CHF","CCY"
"GBPIRR=X","GBP/IRR","CCY"
"TWDQAR=X","TWD/QAR","CCY"
"MADSEK=X","MAD/SEK","CCY"
"HRKRON=X","HRK/RON","CCY"
"GBPMUR=X","GBP/MUR","CCY"
"JODIDR=X","JOD/IDR","CCY"
"CADALL=X","CAD/ALL","CCY"
"PHPUSD=X","PHP/USD","CCY"
"ZARMAD=X","ZAR/MAD","CCY"
"RUBUSD=X","RUB/USD","CCY"
"GHSPKR=X","GHS/PKR","CCY"
"ZARTND=X","ZAR/TND","CCY"
"RONPLN=X","RON/PLN","CCY"
"HUFJPY=X","HUF/JPY","CCY"
"JPYSDG=X","JPY/SDG","CCY"
"SGDNZD=X","SGD/NZD","CCY"
"INRNOK=X","INR/NOK","CCY"
"EGPJPY=X","EGP/JPY","CCY"
"THBBHD=X","THB/BHD","CCY"
"EURMOP=X","EUR/MOP","CCY"
"CZKLVL=X","CZK/LVL FIXING","CCY"
"EUR-VEF.F","EUR/VEF","FRA"
"CVECHF=X","CVE/CHF","CCY"
"NPRUSD=X","NPR/USD","CCY"
"PHPHKD=X","PHP/HKD","CCY"
"EURXPF=X","EUR/XPF","CCY"
"ISKXDR=X","ISK/XDR","CCY"
"SLL=X","USD/SLL","CCY"
"BTNEUR=X","BTN/EUR","CCY"
"NOKCHF=X","NOK/CHF","CCY"
"HUFMYR=X","HUF/MYR","CCY"
"CHFMMK=X","CHF/MMK","CCY"
"SCRGBP=X","SCR/GBP","CCY"
"PHPCHF=X","PHP/CHF","CCY"
"THBISK=X","THB/ISK","CCY"
"THBOMR=X","THB/OMR","CCY"
"EUR-RWF.F","EUR/RWF","FRA"
"TNDNOK=X","TND/NOK","CCY"
"HKDNOK=X","HKD/NOK","CCY"
"MYRUYU=X","MYR/UYU","CCY"
"GBPSEK=X","GBP/SEK","CCY"
"DKKAUD=X","DKK/AUD","CCY"
"DKKBGN=X","DKK/BGN","CCY"
"CHF=X","USD/CHF","CCY"
"NOKISK=X","NOK/ISK","CCY"
"XAFDKK=X","XAF/DKK","CCY"
"VUVJOD=X","VUV/JOD","CCY"
"EGPDKK=X","EGP/DKK","CCY"
"SARGBP=X","SAR/GBP","CCY"
"SARHUF=X","SAR/HUF","CCY"
"RUBISK=X","RUB/ISK","CCY"
"THBGBP=X","THB/GBP","CCY"
"TWDCHF=X","TWD/CHF","CCY"
"EUR-DJF.F","EUR/DJF","FRA"
"MNT=X","USD/MNT","CCY"
"CHFMAD=X","CHF/MAD","CCY"
"EURSGD=X","EUR/SGD","CCY"
"CHFGYD=X","CHF/GYD","CCY"
"GELUSD=X","GEL/USD","CCY"
"MKDEUR=X","MKD/EUR","CCY"
"JPYNAD=X","JPY/NAD","CCY"
"CADPGK=X","CAD/PGK","CCY"
"SEKEUR=X","SEK/EUR","CCY"
"EUR-TWD.F","EUR/TWD","FRA"
"RUBBRL=X","RUB/BRL","CCY"
"TWDINR=X","TWD/INR","CCY"
"OCEU.EX","EUR/USD","EUX"
"EGPMXN=X","EGP/MXN","CCY"
"ILSCAD=X","ILS/CAD","CCY"
"SDGEUR=X","SDG/EUR","CCY"
"HKDILS=X","HKD/ILS","CCY"
"LVLSAR=X","LVL/SAR","CCY"
"CZKUSD=X","CZK/USD","CCY"
"BWPSBD=X","BWP/SBD","CCY"
"TNDOMR=X","TND/OMR","CCY"
"CHFRSD=X","CHF/RSD","CCY"
"JPYMAD=X","JPY/MAD","CCY"
"ZAREGP=X","ZAR/EGP","CCY"
"SBDEUR=X","SBD/EUR","CCY"
"HKDPHP=X","HKD/PHP","CCY"
"THBUYU=X","THB/UYU","CCY"
"PLNPGK=X","PLN/PGK","CCY"
"CNYILS=X","CNY/ILS","CCY"
"HF43.EX","HURRICANE FUTURES","EUX"
"ILSKWD=X","ILS/KWD","CCY"
"19754264.SW","SILBER 999/1000    ","EBS"
"AUDQAR=X","AUD/QAR","CCY"
"EGPCHF=X","EGP/CHF","CCY"
"DKKGIP=X","DKK/GIP","CCY"
"EUR-XOF.F","EUR/XOF","FRA"
"CADAWG=X","CAD/AWG","CCY"
"TRY=X","USD/TRY","CCY"
"EUR-CAD.F","EUR/CAD","FRA"
"XAF=X","USD/XAF","CCY"
"ISKDKK=X","ISK/DKK","CCY"
"AUDXPF=X","AUD/XPF","CCY"
"EURBYR=X","EUR/BYR","CCY"
"MZN=X","USD/MZN","CCY"
"JODLKR=X","JOD/LKR","CCY"
"BWPOMR=X","BWP/OMR","CCY"
"AUDCHF=X","AUD/CHF","CCY"
"THBHUF=X","THB/HUF","CCY"
"AUDZAR=X","AUD/ZAR","CCY"
"EURJPYFIX=X","EUR/JPY FIXING","CCY"
"PLNSEK=X","PLN/SEK","CCY"
"GHSMUR=X","GHS/MUR","CCY"
"CHFCUP=X","CHF/CUP","CCY"
"BTCUSD=X","Bitcoin","CCY"
"CNYMYR=X","CNY/MYR","CCY"
"CADANG=X","CAD/ANG","CCY"
"HKDSEK=X","HKD/SEK","CCY"
"KESILS=X","KES/ILS","CCY"
"EURCYP=X","EUR/CYP FOREX","CCY"
"BSDEUR=X","BSD/EUR","CCY"
"MKDDKK=X","MKD/DKK","CCY"
"BRLNOK=X","BRL/NOK","CCY"
"KESMAD=X","KES/MAD","CCY"
"SEKCLP=X","SEK/CLP","CCY"
"GHSCNH=X","GHS/CNH","CCY"
"KYDUSD=X","KYD/USD","CCY"
"ZARQAR=X","ZAR/QAR","CCY"
"CADTTD=X","CAD/TTD","CCY"
"INRDKK=X","INR/DKK","CCY"
"INRNZD=X","INR/NZD","CCY"
"MYREGP=X","MYR/EGP","CCY"
"EURKWD=X","EUR/KWD","CCY"
"CADMDL=X","CAD/MDL","CCY"
"THBMUR=X","THB/MUR","CCY"
"ZARLSL=X","ZAR/LSL","CCY"
"EUR-JPY.F","EUR/JPY","FRA"
"PKRNOK=X","PKR/NOK","CCY"
"THBCZK=X","THB/CZK","CCY"
"INRTND=X","INR/TND","CCY"
"NZDBRL=X","NZD/BRL","CCY"
"AWG=X","USD/AWG","CCY"
"19754120.SW","SILBER 999/1000    ","EBS"
"SGDPKR=X","SGD/PKR","CCY"
"TNDKES=X","TND/KES","CCY"
"AUDBHD=X","AUD/BHD","CCY"
"KESDKK=X","KES/DKK","CCY"
"SGDAUD=X","SGD/AUD","CCY"
"11729129=X","PLN/RON","CCY"
"BHDPKR=X","BHD/PKR","CCY"
"GBPCLF=X","GBP/CLF","CCY"
"QARCHF=X","QAR/CHF","CCY"
"CADPLN=X","CAD/PLN","CCY"
"KRWSEK=X","KRW/SEK","CCY"
"HKDKWD=X","HKD/KWD","CCY"
"PHPMXN=X","PHP/MXN","CCY"
"HKDIDR=X","HKD/IDR","CCY"
"JPYDZD=X","JPY/DZD","CCY"
"AEDNOK=X","AED/NOK","CCY"
"AUDBMD=X","AUD/BMD","CCY"
"PKRDKK=X","PKR/DKK","CCY"
"MADTHB=X","MAD/THB","CCY"
"HUFSEK=X","HUF/SEK","CCY"
"JODMUR=X","JOD/MUR","CCY"
"SARJOD=X","SAR/JOD","CCY"
"GBPNIO=X","GBP/NIO","CCY"
"LTLTHB=X","LTL/THB","CCY"
"HUFMUR=X","HUF/MUR","CCY"
"THBCNY=X","THB/CNY","CCY"
"GHSUGX=X","GHS/UGX","CCY"
"FJDHKD=X","FJD/HKD","CCY"
"AEDDKK=X","AED/DKK","CCY"
"GHSXOF=X","GHS/XOF","CCY"
"RUBCHF=X","RUB/CHF","CCY"
"BWPHRK=X","BWP/HRK","CCY"
"HKDHUF=X","HKD/HUF","CCY"
"PEN=X","USD/PEN","CCY"
"CZKPEN=X","CZK/PEN","CCY"
"EUR-MZN.F","EUR/MZN","FRA"
"GHSZWL=X","GHS/ZWL","CCY"
"LTLAED=X","LTL/AED","CCY"
"CADUGX=X","CAD/UGX","CCY"
"SGDTND=X","SGD/TND","CCY"
"EUR-TTD.F","EUR/TTD","FRA"
"MXNBOB=X","MXN/BOB","CCY"
"HUFKRW=X","HUF/KRW","CCY"
"KRWIDR=X","KRW/IDR","CCY"
"NZDINR=X","NZD/INR","CCY"
"HU23.EX","HURRICANE FUTURES","EUX"
"XF000EURGBP5.SG","EUR/GBP FIXING","STU"
"HRKSGD=X","HRK/SGD","CCY"
"VEFPYG=X","VEF/PYG","CCY"
"29134347=X","MXN/UYU","CCY"
"THBAED=X","THB/AED","CCY"
"GBPKZT=X","GBP/KZT","CCY"
"NADCHF=X","NAD/CHF","CCY"
"CHFMVR=X","CHF/MVR","CCY"
"OMRCAD=X","OMR/CAD","CCY"
"BNDCHF=X","BND/CHF","CCY"
"OMRXDR=X","OMR/XDR","CCY"
"VUVCHF=X","VUV/CHF","CCY"
"GBPLVL=X","GBP/LVL","CCY"
"AUDSVC=X","AUD/SVC","CCY"
"DKKZAR=X","DKK/ZAR","CCY"
"TNDRUB=X","TND/RUB","CCY"
"LTLPLN=X","LTL/PLN FIXING","CCY"
"LVLMXN=X","LVL/MXN","CCY"
"PLNPHP=X","PLN/PHP","CCY"
"EURNOK=X","EUR/NOK","CCY"
"EURKRW=X","EUR/KRW","CCY"
"KRWTHB=X","KRW/THB","CCY"
"OMRINR=X","OMR/INR","CCY"
"HKD=X","USD/HKD","CCY"
"KWDTRY=X","KWD/TRY","CCY"
"NZDKES=X","NZD/KES","CCY"
"AUTIE.SW","TIEF.VORTAG","EBS"
"JPYTOP=X","JPY/TOP","CCY"
"MADAUD=X","MAD/AUD","CCY"
"JPYCAD=X","JPY/CAD","CCY"
"OMRCHF=X","OMR/CHF","CCY"
"KWDAED=X","KWD/AED","CCY"
"EGPKRW=X","EGP/KRW","CCY"
"TMTCHF=X","TMT/CHF","CCY"
"HKDKES=X","HKD/KES","CCY"
"QARHKD=X","QAR/HKD","CCY"
"GBPSLL=X","GBP/SLL","CCY"
"UYUBOB=X","UYU/BOB","CCY"
"CADARS=X","CAD/ARS","CCY"
"XPFCHF=X","XPF/CHF","CCY"
"DKKCHF=X","DKK/CHF","CCY"
"OMRLKR=X","OMR/LKR","CCY"
"CHFVEF=X","CHF/VEF","CCY"
"NZDAED=X","NZD/AED","CCY"
"PLNCZK=X","PLN/CZK","CCY"
"PKRGBP=X","PKR/GBP","CCY"
"JODNZD=X","JOD/NZD","CCY"
"GBPLRD=X","GBP/LRD","CCY"
"SGDCNY=X","SGD/CNY","CCY"
"TNDLVL=X","TND/LVL","CCY"
"BWPBMD=X","BWP/BMD","CCY"
"KWDDKK=X","KWD/DKK","CCY"
"YERTHB=X","YER/THB","CCY"
"MXNUYU=X","MXN/UYU","CCY"
"SARMAD=X","SAR/MAD","CCY"
"MURZAR=X","MUR/ZAR","CCY"
"ZARCAD=X","ZAR/CAD","CCY"
"BAMCHF=X","BAM/CHF","CCY"
"ISKAED=X","ISK/AED","CCY"
"HKDZWL=X","HKD/ZWL","CCY"
"JPYSEK=X","JPY/SEK","CCY"
"ZARRSD=X","ZAR/RSD","CCY"
"CHFKPW=X","CHF/KPW","CCY"
"FJDCHF=X","FJD/CHF","CCY"
"GTQUSD=X","GTQ/USD","CCY"
"ILSLVL=X","ILS/LVL FIXING","CCY"
"TRYIDR=X","TRY/IDR","CCY"
"CHFBGN=X","CHF/BGN","CCY"
"BHDHKD=X","BHD/HKD ","CCY"
"MYRBHD=X","MYR/BHD","CCY"
"NOKINR=X","NOK/INR","CCY"
"SCRUSD=X","SCR/USD","CCY"
"ISKLTL=X","ISK/LTL","CCY"
"GHSNAD=X","GHS/NAD","CCY"
"GHSCOP=X","GHS/COP","CCY"
"BDTCAD=X","BDT/CAD","CCY"
"EURTOP=X","EUR/TOP","CCY"
"GBPDOP=X","GBP/DOP","CCY"
"NIOEUR=X","NIO/EUR","CCY"
"CHFKGS=X","CHF/KGS","CCY"
"PHPLTL=X","PHP/LTL","CCY"
"BWPPEN=X","BWP/PEN","CCY"
"INRIDR=X","INR/IDR","CCY"
"PKRTHB=X","PKR/THB","CCY"
"EURNZD=X","EUR/NZD","CCY"
"SEKGBP=X","SEK/GBP","CCY"
"JPYALL=X","JPY/ALL","CCY"
"BOBCOP=X","BOB/COP","CCY"
"EURMYR=X","EUR/MYR","CCY"
"HF42.EX","STURM FL 40BN 12","EUX"
"BRLTRY=X","BRL/TRY","CCY"
"JODKRW=X","JOD/KRW","CCY"
"INRTWD=X","INR/TWD","CCY"
"KESEGP=X","KES/EGP","CCY"
"EUR-LVL.F","EUR/LVL","FRA"
"BGNTRY=X","BGN/TRY","CCY"
"EGPKES=X","EGP/KES","CCY"
"THBRUB=X","THB/RUB","CCY"
"BRLBOB=X","BRL/BOB","CCY"
"TRYMUR=X","TRY/MUR","CCY"
"CADMUR=X","CAD/MUR","CCY"
"EGPINR=X","EGP/INR","CCY"
"CADVUV=X","CAD/VUV","CCY"
"TNDMAD=X","TND/MAD","CCY"
"EUR-UYU.F","EUR/UYU","FRA"
"AUDSAR=X","AUD/SAR","CCY"
"SEKKPW=X","SEK/KPW","CCY"
"CHFSCR=X","CHF/SCR","CCY"
"CHFCDF=X","CHF/CDF","CCY"
"ZARLTL=X","ZAR/LTL","CCY"
"ANGGBP=X","ANG/GBP","CCY"
"OMREUR=X","OMR/EUR","CCY"
"ILSCHF=X","ILS/CHF","CCY"
"19752585.SW","GOLD 999.9/1000    ","EBS"
"OMRISK=X","OMR/ISK","CCY"
"TTDDKK=X","TTD/DKK","CCY"
"TRYTND=X","TRY/TND","CCY"
"KESSAR=X","KES/SAR","CCY"
"SGDDKK=X","SGD/DKK","CCY"
"PLNRON=X","PLN/RON","CCY"
"FKPUSD=X","FKP/USD","CCY"
"CHFDJF=X","CHF/DJF","CCY"
"11667437.SW","HELVETIA SILBERUNZE","EBS"
"TNDTRY=X","TND/TRY","CCY"
"GBPTHB=X","GBP/THB","CCY"
"BWPZMW=X","BWP/ZMW","CCY"
"TRYHKD=X","TRY/HKD","CCY"
"PHPSEK=X","PHP/SEK","CCY"
"JPYXCD=X","JPY/XCD","CCY"
"19754106.SW","GOLD 999.9/1000    ","EBS"
"KWDIDR=X","KWD/IDR","CCY"
"ISKNOK=X","ISK/NOK","CCY"
"MURQAR=X","MUR/QAR","CCY"
"EGPCZK=X","EGP/CZK","CCY"
"19752592.SW","GOLD 999.9/1000    ","EBS"
"JPYSTD=X","JPY/STD","CCY"
"LVLNZD=X","LVL/NZD","CCY"
"RUBMYR=X","RUB/MYR","CCY"
"CADWST=X","CAD/WST","CCY"
"CNYLKR=X","CNY/LKR","CCY"
"PGKUSD=X","PGK/USD","CCY"
"DKKMUR=X","DKK/MUR","CCY"
"XF000EURCHF2.SG","EUR/CHF FIXING","STU"
"EOSK.F","EUR/SEK FIXING","FRA"
"CADPKR=X","CAD/PKR","CCY"
"GHSTND=X","GHS/TND","CCY"
"CZKEUR=X","CZK/EUR","CCY"
"NOKNZD=X","NOK/NZD","CCY"
"CHFPKR=X","CHF/PKR","CCY"
"CHFSDG=X","CHF/SDG","CCY"
"CZKPHP=X","CZK/PHP","CCY"
"ARSPEN=X","ARS/PEN","CCY"
"JPYLTL=X","JPY/LTL","CCY"
"SGDQAR=X","SGD/QAR","CCY"
"EURBWP=X","EUR/BWP","CCY"
"LKRHKD=X","LKR/HKD","CCY"
