"Ticker","Name","Exchange"
"ARSTHB=X","ARS/THB","CCY"
"HKDLBP=X","HKD/LBP","CCY"
"GBPAFN=X","GBP/AFN","CCY"
"UYUCLP=X","UYU/CLP","CCY"
"MURPHP=X","MUR/PHP","CCY"
"RONBRL=X","RON/BRL","CCY"
"GBPCZK=X","GBP/CZK","CCY"
"EURINR=X","EUR/INR","CCY"
"HNLGBP=X","HNL/GBP","CCY"
"HRKCHF=X","HRK/CHF","CCY"
"GBPINR=X","GBP/INR","CCY"
"EUR-CVE.F","EUR/CVE","FRA"
"BWPNGN=X","BWP/NGN","CCY"
"EUR-BYR.F","EUR/BYR","FRA"
"SARILS=X","SAR/ILS","CCY"
"JPYFKP=X","JPY/FKP","CCY"
"QARSAR=X","QAR/SAR","CCY"
"BRLCLP=X","BRL/CLP","CCY"
"INRHKD=X","INR/HKD","CCY"
"GBPJMD=X","GBP/JMD","CCY"
"JPYETB=X","JPY/ETB","CCY"
"TRYMYR=X","TRY/MYR","CCY"
"TOPGBP=X","TOP/GBP","CCY"
"ISKKES=X","ISK/KES","CCY"
"CLFUSD=X","CLF/USD","CCY"
"EUR-BWP.F","EUR/BWP","FRA"
"AUDAV.SW","DAVON GEHAND","EBS"
"SRDUSD=X","SRD/USD","CCY"
"GHSVND=X","GHS/VND","CCY"
"PLNKES=X","PLN/KES","CCY"
"EURCUP=X","EUR/CUP","CCY"
"UGX=X","USD/UGX","CCY"
"ILSTRY=X","ILS/TRY","CCY"
"ILSJOD=X","ILS/JOD","CCY"
"COP=X","USD/COP","CCY"
"MYRTRY=X","MYR/TRY","CCY"
"SEKOMR=X","SEK/OMR","CCY"
"LKRTRY=X","LKR/TRY","CCY"
"EURMWK=X","EUR/MWK","CCY"
"ZARCLP=X","ZAR/CLP","CCY"
"OSFX.EX","SILVER","EUX"
"AUDHRK=X","AUD/HRK","CCY"
"UYUVEF=X","UYU/VEF","CCY"
"JPYHUF=X","JPY/HUF","CCY"
"UZS=X","USD/UZS","CCY"
"CHFNZD=X","CHF/NZD","CCY"
"BRLCOP=X","BRL/COP","CCY"
"TTDUSD=X","TTD/USD","CCY"
"GBPQAR=X","GBP/QAR","CCY"
"GBPSYP=X","GBP/SYP","CCY"
"EURPAB=X","EUR/PAB","CCY"
"RONTRY=X","RON/TRY","CCY"
"BWPKES=X","BWP/KES","CCY"
"SCRCHF=X","SCR/CHF","CCY"
"PABUSD=X","PAB/USD","CCY"
"MXNCOP=X","MXN/COP","CCY"
"BWPBDT=X","BWP/BDT","CCY"
"LTLCZK=X","LTL/CZK FIXING","CCY"
"HG23.EX","HURRICANE FUTURES","EUX"
"JPYHTG=X","JPY/HTG","CCY"
"GBPCNY=X","GBP/CNY","CCY"
"EURCRC=X","EUR/CRC","CCY"
"CZKLBP=X","CZK/LBP","CCY"
"KRWPKR=X","KRW/PKR","CCY"
"JPYISK=X","JPY/ISK","CCY"
"EURERN=X","EUR/ERN","CCY"
"EURTMT=X","EUR/TMT","CCY"
"KRWBWP=X","KRW/BWP","CCY"
"IDRLKR=X","IDR/LKR","CCY"
"GBPMDL=X","GBP/MDL","CCY"
"GBPVUV=X","GBP/VUV","CCY"
"MOPHKD=X","MOP/HKD","CCY"
"EUR-GIP.F","EUR/GIP","FRA"
"HUFISK=X","HUF/ISK","CCY"
"EUR-DKK.F","EUR/DKK","FRA"
"MURTWD=X","MUR/TWD","CCY"
"EGPTRY=X","EGP/TRY","CCY"
"KWDTND=X","KWD/TND","CCY"
"CZKLTL=X","CZK/LTL","CCY"
"CHFUZS=X","CHF/UZS","CCY"
"ZARAUD=X","ZAR/AUD","CCY"
"EURLVL=X","EUR/LVL","CCY"
"HUFDKK=X","HUF/DKK","CCY"
"BZDCHF=X","BZD/CHF","CCY"
"GBPMVR=X","GBP/MVR","CCY"
"MXNCHF=X","MXN/CHF","CCY"
"EURAED=X","EUR/AED","CCY"
"GBPALL=X","GBP/ALL","CCY"
"GBPDZD=X","GBP/DZD","CCY"
"CHFGMD=X","CHF/GMD","CCY"
"EURPKR=X","EUR/PKR","CCY"
"CZKMYR=X","CZK/MYR","CCY"
"19751807.SW","GOLD 999.9/1000    ","EBS"
"SGDBOB=X","SGD/BOB","CCY"
"OMRLVL=X","OMR/LVL","CCY"
"LVLRUB=X","LVL/RUB","CCY"
"GHSSGD=X","GHS/SGD","CCY"
"KWDCZK=X","KWD/CZK","CCY"
"CADPEN=X","CAD/PEN","CCY"
"DEM=X","USD/DEM","CCY"
"MOPCAD=X","MOP/CAD","CCY"
"EGPTWD=X","EGP/TWD","CCY"
"JPYAED=X","JPY/AED","CCY"
"EURSAR=X","EUR/SAR","CCY"
"SEKINR=X","SEK/INR","CCY"
"CNY=X","USD/CNY","CCY"
"HUFPLN=X","HUF/PLN","CCY"
"BIF=X","USD/BIF","CCY"
"CADLSL=X","CAD/LSL","CCY"
"LKRTWD=X","LKR/TWD","CCY"
"RSDGBP=X","RSD/GBP","CCY"
"BWPUGX=X","BWP/UGX","CCY"
"CADMRO=X","CAD/MRO","CCY"
"EURKES=X","EUR/KES","CCY"
"CNYINR=X","CNY/INR","CCY"
"HKDBRL=X","HKD/BRL","CCY"
"AEDISK=X","AED/ISK","CCY"
"RUBCZK=X","RUB/CZK","CCY"
"DKKSEK=X","DKK/SEK","CCY"
"BHDUSD=X","BHD/USD","CCY"
"DKKRON=X","DKK/RON","CCY"
"HRKGBP=X","HRK/GBP","CCY"
"JODPHP=X","JOD/PHP","CCY"
"SGDMUR=X","SGD/MUR","CCY"
"CNHTHB=X","CNH/THB","CCY"
"MYRTHB=X","MYR/THB","CCY"
"EUR-SVC.F","EUR/SVC","FRA"
"EUR-GYD.F","EUR/GYD","FRA"
"XDRUSD=X","XDR/USD","CCY"
"EURFJD=X","EUR/FJD","CCY"
"CADNZD=X","CAD/NZD","CCY"
"SRD=X","USD/SRD","CCY"
"GBPLBP=X","GBP/LBP","CCY"
"PKREUR=X","PKR/EUR","CCY"
"CNYKRW=X","CNY/KRW","CCY"
"GHSNGN=X","GHS/NGN","CCY"
"AEDJPY=X","AED/JPY","CCY"
"PHPTND=X","PHP/TND","CCY"
"COPMXN=X","COP/MXN","CCY"
"ISKTHB=X","ISK/THB","CCY"
"LVLPLN=X","LVL/PLN FIXING","CCY"
"ILSPHP=X","ILS/PHP","CCY"
"CNYHKD=X","CNY/HKD","CCY"
"HKDTRY=X","HKD/TRY","CCY"
"EONK.F","EUR/NOK FIXING","FRA"
"QARPKR=X","QAR/PKR","CCY"
"MADISK=X","MAD/ISK","CCY"
"GBPKPW=X","GBP/KPW","CCY"
"CADBSD=X","CAD/BSD","CCY"
"SEKTWD=X","SEK/TWD","CCY"
"GHSOMR=X","GHS/OMR","CCY"
"RUBAMD=X","RUB/AMD","CCY"
"NOKCZK=X","NOK/CZK","CCY"
"19753805.SW","PLATIN 999.9/1000  ","EBS"
"OMR=X","USD/OMR","CCY"
"KESHKD=X","KES/HKD","CCY"
"BWPFJD=X","BWP/FJD","CCY"
"MURMXN=X","MUR/MXN","CCY"
"BTN=X","USD/BTN","CCY"
"CADINR=X","CAD/INR","CCY"
"CADHKD=X","CAD/HKD","CCY"
"SGDHKD=X","SGD/HKD","CCY"
"EURCZK=X","EUR/CZK","CCY"
"LTLMUR=X","LTL/MUR","CCY"
"VEFCAD=X","VEF/CAD","CCY"
"BRLPEN=X","BRL/PEN","CCY"
"CADBDT=X","CAD/BDT","CCY"
"GBPAZN=X","GBP/AZN","CCY"
"BAMEUR=X","BAM/EUR","CCY"
"AWGEUR=X","AWG/EUR","CCY"
"RONCAD=X","RON/CAD","CCY"
"MYRBOB=X","MYR/BOB","CCY"
"HUFZAR=X","HUF/ZAR","CCY"
"TNDCZK=X","TND/CZK","CCY"
"CZKHUF=X","CZK/HUF","CCY"
"SVCUSD=X","SVC/USD","CCY"
"INRUGX=X","INR/UGX","CCY"
"JPYZMK=X","JPY/ZMK","CCY"
"KESLKR=X","KES/LKR","CCY"
"OMRIDR=X","OMR/IDR","CCY"
"VEFEUR=X","VEF/EUR","CCY"
"22372094.SW","VIANDANTE 5 SILBER","EBS"
"EUR-OMR.F","EUR/OMR","FRA"
"CNHTWD=X","CNH/TWD","CCY"
"GBPMYR=X","GBP/MYR","CCY"
"MXNHKD=X","MXN/HKD","CCY"
"SEKDKK=X","SEK/DKK","CCY"
"29134334=X","CLP/MXN","CCY"
"CHFAFN=X","CHF/AFN","CCY"
"ILSEUR=X","ILS/EUR","CCY"
"CNYNOK=X","CNY/NOK","CCY"
"GHSBRL=X","GHS/BRL","CCY"
"CADISK=X","CAD/ISK","CCY"
"JPYKYD=X","JPY/KYD","CCY"
"CHFBWP=X","CHF/BWP","CCY"
"MADKRW=X","MAD/KRW","CCY"
"EURKPW=X","EUR/KPW","CCY"
"JPYAFN=X","JPY/AFN","CCY"
"JODGBP=X","JOD/GBP","CCY"
"SGDKRW=X","SGD/KRW","CCY"
"CHFCLP=X","CHF/CLP","CCY"
"VUVCOP=X","VUV/COP","CCY"
"SEKIDR=X","SEK/IDR","CCY"
"TWDSAR=X","TWD/SAR","CCY"
"SGDGBP=X","SGD/GBP","CCY"
"JODAUD=X","JOD/AUD","CCY"
"GBPOMR=X","GBP/OMR","CCY"
"BOBVEF=X","BOB/VEF","CCY"
"EGP=X","USD/EGP","CCY"
"LTLINR=X","LTL/INR","CCY"
"GBPUGX=X","GBP/UGX","CCY"
"BWPINR=X","BWP/INR","CCY"
"WSTGBP=X","WST/GBP","CCY"
"JPYSGD=X","JPY/SGD","CCY"
"HU22.EX","STURM USA 20BN 12","EUX"
"ALL=X","USD/ALL","CCY"
"CHFTRY=X","CHF/TRY","CCY"
"BHDAED=X","BHD/AED","CCY"
"VUVGBP=X","VUV/GBP","CCY"
"ILSPLN=X","ILS/PLN","CCY"
"INRKES=X","INR/KES","CCY"
"DKKCZK=X","DKK/CZK","CCY"
"EURJMD=X","EUR/JMD","CCY"
"CZKNGN=X","CZK/NGN","CCY"
"AEDTRY=X","AED/TRY","CCY"
"KESCAD=X","KES/CAD","CCY"
"HG20.EX","STURM GOLF 20BN 10","EUX"
"CNYMXN=X","CNY/MXN","CCY"
"THBLBP=X","THB/LBP","CCY"
"BWPANG=X","BWP/ANG","CCY"
"KRWPHP=X","KRW/PHP","CCY"
"JODTWD=X","JOD/TWD","CCY"
"GHSGBP=X","GHS/GBP","CCY"
"MADSGD=X","MAD/SGD","CCY"
"19664789.SW","SILVER COINS 5 UZ","EBS"
"EUR-DOP.F","EUR/DOP","FRA"
"SARTRY=X","SAR/TRY","CCY"
"CHFTZS=X","CHF/TZS","CCY"
"HKDNZD=X","HKD/NZD","CCY"
"PLNUSD=X","PLN/USD","CCY"
"KESJPY=X","KES/JPY","CCY"
"BWPMUR=X","BWP/MUR","CCY"
"HUFILS=X","HUF/ILS","CCY"
"NOKRSD=X","NOK/RSD","CCY"
"ILSCLP=X","ILS/CLP","CCY"
"GBPSTD=X","GBP/STD","CCY"
"AUDSEK=X","AUD/SEK","CCY"
"BWPKYD=X","BWP/KYD","CCY"
"EURDKK=X","EUR/DKK","CCY"
"SARNOK=X","SAR/NOK","CCY"
"MXNPLN=X","MXN/PLN","CCY"
"BHDQAR=X","BHD/QAR","CCY"
"TWDPHP=X","TWD/PHP","CCY"
"BOBEUR=X","BOB/EUR","CCY"
"KESCZK=X","KES/CZK","CCY"
"HU53.EX","HURRICANE FUTURES","EUX"
"SARTWD=X","SAR/TWD","CCY"
"SZLEUR=X","SZL/EUR","CCY"
"DKKIDR=X","DKK/IDR","CCY"
"TTDXDR=X","TTD/XDR","CCY"
"HUFCZK=X","HUF/CZK","CCY"
"GBPPAB=X","GBP/PAB","CCY"
"AEDXDR=X","AED/XDR","CCY"
"KWDEUR=X","KWD/EUR","CCY"
"CADSGD=X","CAD/SGD","CCY"
"INRPKR=X","INR/PKR","CCY"
"ZARBWP=X","ZAR/BWP","CCY"
"EUR-GNF.F","EUR/GNF","FRA"
"CNYLVL=X","CNY/LVL","CCY"
"SEKCNH=X","SEK/CNH","CCY"
"CADMMK=X","CAD/MMK","CCY"
"CADBHD=X","CAD/BHD","CCY"
"GHSBDT=X","GHS/BDT","CCY"
"NADZAR=X","NAD/ZAR","CCY"
"HRKJPY=X","HRK/JPY","CCY"
"JPYYER=X","JPY/YER","CCY"
"DKKLVL=X","DKK/LVL FIXING","CCY"
"JODCZK=X","JOD/CZK","CCY"
"JODCAD=X","JOD/CAD","CCY"
"CZKVUV=X","CZK/VUV","CCY"
"AEDIQD=X","AED/IQD","CCY"
"FCPU.EX","GBP/USD","EUX"
"MDLCHF=X","MDL/CHF","CCY"
"CADZAR=X","CAD/ZAR","CCY"
"EUR-AOA.F","EUR/AOA","FRA"
"CHFYER=X","CHF/YER","CCY"
"CNYRUB=X","CNY/RUB","CCY"
"19753421.SW","SILBER 999/1000","EBS"
"ISKJPY=X","ISK/JPY","CCY"
"XF000EURJPY1.SG","EUR/JPY FIXING","STU"
"EOYN.F","EUR/JPY FIXING","FRA"
"SGDCZK=X","SGD/CZK","CCY"
"CHFPEN=X","CHF/PEN","CCY"
"JPYAMD=X","JPY/AMD","CCY"
"TNDSAR=X","TND/SAR","CCY"
"PLNHKD=X","PLN/HKD","CCY"
"MZNGBP=X","MZN/GBP","CCY"
"SARIDR=X","SAR/IDR","CCY"
"HKDCHF=X","HKD/CHF","CCY"
"CLPUYU=X","CLP/UYU","CCY"
"INRBRL=X","INR/BRL","CCY"
"SGDARS=X","SGD/ARS","CCY"
"UAHGBP=X","UAH/GBP","CCY"
"TND=X","USD/TND","CCY"
"XPFEUR=X","XPF/EUR","CCY"
"CHFAED=X","CHF/AED","CCY"
"BGN=X","USD/BGN","CCY"
"KESLTL=X","KES/LTL","CCY"
"DKKKES=X","DKK/KES","CCY"
"SGDISK=X","SGD/ISK","CCY"
"BM.PA","WHEAT","PAR"
"INRLKR=X","INR/LKR","CCY"
"881347.VI","ATS/EUR FIXING","VIE"
"CNYQAR=X","CNY/QAR","CCY"
"TNDHKD=X","TND/HKD","CCY"
"ZMWCHF=X","ZMW/CHF","CCY"
"XOFGHS=X","XOF/GHS","CCY"
"MYRUSD=X","MYR/USD","CCY"
"29134350=X","NOK/CZK","CCY"
"CHFBOB=X","CHF/BOB","CCY"
"BHDGBP=X","BHD/GBP","CCY"
"QARINR=X","QAR/INR","CCY"
"BRLRUB=X","BRL/RUB","CCY"
"EURDZD=X","EUR/DZD","CCY"
"CADAOA=X","CAD/AOA","CCY"
"JPYGEL=X","JPY/GEL","CCY"
"CADMNT=X","CAD/MNT","CCY"
"EUR-ZAR.F","EUR/ZAR","FRA"
"SYPDKK=X","SYP/DKK","CCY"
"AUDBOB=X","AUD/BOB","CCY"
"AEDKWD=X","AED/KWD","CCY"
"CADUAH=X","CAD/UAH CROSS","CCY"
"ISKJOD=X","ISK/JOD","CCY"
"RONLTL=X","RON/LTL","CCY"
"AEDTND=X","AED/TND","CCY"
"DKKJPY=X","DKK/JPY","CCY"
"OMRTHB=X","OMR/THB","CCY"
"QARPLN=X","QAR/PLN","CCY"
"CADERN=X","CAD/ERN","CCY"
"CHFHUF=X","CHF/HUF","CCY"
"CADAMD=X","CAD/AMD","CCY"
"ZARUAH=X","ZAR/UAH","CCY"
"JODQAR=X","JOD/QAR","CCY"
"CNHSGD=X","CNH/SGD","CCY"
"CHFPHP=X","CHF/PHP","CCY"
"HUFRUB=X","HUF/RUB","CCY"
"ZARBRL=X","ZAR/BRL","CCY"
"GBPBSD=X","GBP/BSD","CCY"
"VUVBRL=X","VUV/BRL","CCY"
"RUBHUF=X","RUB/HUF","CCY"
"ZARSAR=X","ZAR/SAR","CCY"
"CHFMKD=X","CHF/MKD","CCY"
"EUR-KZT.F","EUR/KZT","FRA"
"PHPMAD=X","PHP/MAD","CCY"
"VEFCOP=X","VEF/COP","CCY"
"XF000EURSGD5.SG","EUR/SGD FIXING","STU"
"CHFIRR=X","CHF/IRR","CCY"
"CADMGA=X","CAD/MGA","CCY"
"LTLAUD=X","LTL/AUD","CCY"
"BOBARS=X","BOB/ARS","CCY"
"EGPAUD=X","EGP/AUD","CCY"
"MDLEUR=X","MDL/EUR","CCY"
"JPYRSD=X","JPY/RSD","CCY"
"LVLEUR=X","LVL/EUR","CCY"
"GBPCUP=X","GBP/CUP","CCY"
"ANGEUR=X","ANG/EUR","CCY"
"EUR-KWD.F","EUR/KWD","FRA"
"GIPCHF=X","GIP/CHF","CCY"
"RUBNZD=X","RUB/NZD","CCY"
"LVLOMR=X","LVL/OMR","CCY"
"TWDKWD=X","TWD/KWD","CCY"
"CNYNZD=X","CNY/NZD","CCY"
"TWDSGD=X","TWD/SGD","CCY"
"ILSDKK=X","ILS/DKK","CCY"
"SARXDR=X","SAR/XDR","CCY"
"ZARDKK=X","ZAR/DKK","CCY"
"SEKJMD=X","SEK/JMD","CCY"
"SEKANG=X","SEK/ANG","CCY"
"JPYGNF=X","JPY/GNF","CCY"
"JPYANG=X","JPY/ANG","CCY"
"BAMUSD=X","BAM/USD","CCY"
"LTLGBP=X","LTL/GBP","CCY"
"CHFKZT=X","CHF/KZT","CCY"
"SARAUD=X","SAR/AUD","CCY"
"AUDVEF=X","AUD/VEF","CCY"
"HTG=X","USD/HTG","CCY"
"EUR-TND.F","EUR/TND","FRA"
"EURWST=X","EUR/WST","CCY"
"XCDCAD=X","XCD/CAD","CCY"
"EUR-AED.F","EUR/AED","FRA"
"BWPCHF=X","BWP/CHF","CCY"
"LVLAED=X","LVL/AED","CCY"
"ZARJPY=X","ZAR/JPY","CCY"
"CZKCHF=X","CZK/CHF","CCY"
"KESRUB=X","KES/RUB","CCY"
"MURILS=X","MUR/ILS","CCY"
"ETBGBP=X","ETB/GBP","CCY"
"TNDMUR=X","TND/MUR","CCY"
"SEKBAM=X","SEK/BAM","CCY"
"DZD=X","USD/DZD","CCY"
"BMDCHF=X","BMD/CHF","CCY"
"NADGBP=X","NAD/GBP","CCY"
"RONSEK=X","RON/SEK","CCY"
"CHFBHD=X","CHF/BHD","CCY"
"QARRUB=X","QAR/RUB","CCY"
"ISKMUR=X","ISK/MUR","CCY"
"UGXJPY=X","UGX/JPY","CCY"
"QARUSD=X","QAR/USD","CCY"
"JPYGBP=X","JPY/GBP","CCY"
"VUVBOB=X","VUV/BOB","CCY"
"CADGHS=X","CAD/GHS","CCY"
"BMDEUR=X","BMD/EUR","CCY"
"NOKAED=X","NOK/AED","CCY"
"EURAWG=X","EUR/AWG","CCY"
"EUR-BIF.F","EUR/BIF","FRA"
"CADHNL=X","CAD/HNL","CCY"
"BWPKWD=X","BWP/KWD","CCY"
"BWPHKD=X","BWP/HKD","CCY"
"MXNHUF=X","MXN/HUF","CCY"
"IDEPQ.MDD","ELECTR. PEAKLOAD Q","MDD"
"CADLBP=X","CAD/LBP","CCY"
"CHFBSD=X","CHF/BSD","CCY"
"THBJPY=X","THB/JPY","CCY"
"KESCNY=X","KES/CNY","CCY"
"19666222.SW","SILVER COINS 10 UZ","EBS"
"CADJPY=X","CAD/JPY","CCY"
"GBPNPR=X","GBP/NPR","CCY"
"PKRSGD=X","PKR/SGD","CCY"
"CZKRSD=X","CZK/RSD  ","CCY"
"BGNPLN=X","BGN/PLN","CCY"
"GBPBTN=X","GBP/BTN","CCY"
"19663223.SW","SILVER COINS 1/2 UZ","EBS"
"GBPTWD=X","GBP/TWD","CCY"
"EUR-NPR.F","EUR/NPR","FRA"
"AUDPHP=X","AUD/PHP","CCY"
"ISKHUF=X","ISK/HUF","CCY"
"VEFPEN=X","VEF/PEN","CCY"
"ZARMUR=X","ZAR/MUR","CCY"
"CYP=X","USD/CYP","CCY"
"PLNMYR=X","PLN/MYR","CCY"
"CNYMAD=X","CNY/MAD","CCY"
"CHFSAR=X","CHF/SAR","CCY"
"JODCNY=X","JOD/CNY","CCY"
"CADRUB=X","CAD/RUB","CCY"
"EGPAED=X","EGP/AED","CCY"
"EURXDR=X","EUR/XDR","CCY"
"XCDGBP=X","XCD/GBP","CCY"
"LKREUR=X","LKR/EUR","CCY"
"PHPCAD=X","PHP/CAD","CCY"
"EUR-GBP.F","EUR/GBP","FRA"
"PKRCHF=X","PKR/CHF","CCY"
"AEDAUD=X","AED/AUD","CCY"
"MURTND=X","MUR/TND","CCY"
"JPYUGX=X","JPY/UGX","CCY"
"SGDINR=X","SGD/INR","CCY"
"ZARTWD=X","ZAR/TWD","CCY"
"EURBRL=X","EUR/BRL","CCY"
"MADHKD=X","MAD/HKD","CCY"
"XF000EURAUD4.SG","EUR/AUD FIXING","STU"
"TRYNZD=X","TRY/NZD","CCY"
"HNLCAD=X","HNL/CAD","CCY"
"EUR-CNY.F","EUR/CNY","FRA"
"JPYXAF=X","JPY/XAF","CCY"
"CHFKES=X","CHF/KES","CCY"
"GBPCOP=X","GBP/COP","CCY"
"MURRUB=X","MUR/RUB","CCY"
"RUBZAR=X","RUB/ZAR","CCY"
"EURUSDFIX=X","EUR/USD FIXING","CCY"
"LVLEGP=X","LVL/EGP","CCY"
"JPYGYD=X","JPY/GYD","CCY"
"AUDBBD=X","AUD/BBD","CCY"
"KRWKES=X","KRW/KES","CCY"
"VUVMXN=X","VUV/MXN","CCY"
"OMRPLN=X","OMR/PLN","CCY"
"AUDRUB=X","AUD/RUB","CCY"
"AUDEUR=X","AUD/EUR","CCY"
"EGPNZD=X","EGP/NZD","CCY"
"PKRHKD=X","PKR/HKD","CCY"
"KRWHUF=X","KRW/HUF","CCY"
"BHDDKK=X","BHD/DKK","CCY"
"JPYVEF=X","JPY/VEF","CCY"
"KZTDKK=X","KZT/DKK","CCY"
"CADTRY=X","CAD/TRY","CCY"
"PLNTWD=X","PLN/TWD","CCY"
"CLPCOP=X","CLP/COP","CCY"
"MZNEUR=X","MZN/EUR","CCY"
"MDL=X","USD/MDL","CCY"
"HU20.EX","STURM USA 20BN 10","EUX"
"OMRGBP=X","OMR/GBP","CCY"
"PKRZAR=X","PKR/ZAR","CCY"
"CADLTL=X","CAD/LTL","CCY"
"DJFUSD=X","DJF/USD","CCY"
"CNYUSD=X","CNY/USD","CCY"
"THBNGN=X","THB/NGN","CCY"
"DKKPLN=X","DKK/PLN","CCY"
"BRLSEK=X","BRL/SEK","CCY"
"TNDTHB=X","TND/THB","CCY"
"EUR-NAD.F","EUR/NAD","FRA"
"ALLUSD=X","ALL/USD","CCY"
"FIMUSD=X","FIM/USD","CCY"
"EUR-AFN.F","EUR/AFN","FRA"
"MADEUR=X","MAD/EUR","CCY"
"UGXPKR=X","UGX/PKR","CCY"
"LKRPLN=X","LKR/PLN","CCY"
"GHSAED=X","GHS/AED","CCY"
"EURNAD=X","EUR/NAD","CCY"
"NOKTND=X","NOK/TND","CCY"
"GHSHKD=X","GHS/HKD","CCY"
"TRYCNY=X","TRY/CNY","CCY"
"SGDJPY=X","SGD/JPY","CCY"
"NPRXDR=X","NPR/XDR","CCY"
"EUR-THB.F","EUR/THB","FRA"
"TRYBRL=X","TRY/BRL","CCY"
"TNDEUR=X","TND/EUR","CCY"
"TRYAED=X","TRY/AED","CCY"
"BWPZAR=X","BWP/ZAR","CCY"
"UGXZWL=X","UGX/ZWL","CCY"
"KESAUD=X","KES/AUD","CCY"
"EURPLN=X","EUR/PLN","CCY"
"MYRJOD=X","MYR/JOD","CCY"
"GBPPHP=X","GBP/PHP","CCY"
"BOBCHF=X","BOB/CHF","CCY"
"JPYHKD=X","JPY/HKD","CCY"
"CADCRC=X","CAD/CRC","CCY"
"THBKES=X","THB/KES","CCY"
"COPCLP=X","COP/CLP","CCY"
"TWDHUF=X","TWD/HUF","CCY"
"LKRKES=X","LKR/KES","CCY"
"EURFKP=X","EUR/FKP","CCY"
"NZDCNY=X","NZD/CNY","CCY"
"EDX.PA","EUR/USD","PAR"
"PKR=X","USD/PKR","CCY"
"COPUYU=X","COP/UYU","CCY"
"BDTUSD=X","BDT/USD","CCY"
"EURMKD=X","EUR/MKD","CCY"
"GHSFJD=X","GHS/FJD","CCY"
"CADGIP=X","CAD/GIP","CCY"
"LTLSAR=X","LTL/SAR","CCY"
"SGDUGX=X","SGD/UGX","CCY"
"TNDQAR=X","TND/QAR","CCY"
"QARTRY=X","QAR/TRY","CCY"
"AUDPYG=X","AUD/PYG","CCY"
"EURLTL-FIX=X","EUR/LTL FIXING","CCY"
"CNYJOD=X","CNY/JOD","CCY"
"19752593.SW","GOLD 999.9/1000    ","EBS"
"GHSPGK=X","GHS/PGK","CCY"
"CHFBTN=X","CHF/BTN","CCY"
"CADSHP=X","CAD/SHP","CCY"
"HKDCLP=X","HKD/CLP","CCY"
"JPYXDR=X","JPY/XDR","CCY"
"MOPJPY=X","MOP/JPY","CCY"
"ISKTWD=X","ISK/TWD","CCY"
"NADDKK=X","NAD/DKK","CCY"
"AUDJMD=X","AUD/JMD","CCY"
"HU13.EX","HURRICANE FUTURES","EUX"
"BDTJPY=X","BDT/JPY","CCY"
"CHFOMR=X","CHF/OMR","CCY"
"BHDCHF=X","BHD/CHF","CCY"
"MADNZD=X","MAD/NZD","CCY"
"JPYCNY=X","JPY/CNY","CCY"
"AUKOT.SW","KOT.AKTIEN","EBS"
"EURETB=X","EUR/ETB","CCY"
"CHFRON=X","CHF/RON","CCY"
"BRLUSD=X","BRL/USD","CCY"
"PGKHKD=X","PGK/HKD","CCY"
"JPYTZS=X","JPY/TZS","CCY"
"JPYNPR=X","JPY/NPR","CCY"
"QARCZK=X","QAR/CZK","CCY"
"CHFDEM=X","CHF/DEM","CCY"
"29134351=X","NZD/CLP","CCY"
"AFNUSD=X","AFN/USD","CCY"
"GBPSOS=X","GBP/SOS","CCY"
"JPYKGS=X","JPY/KGS","CCY"
"XDRGBP=X","XDR/GBP","CCY"
"CHFXPF=X","CHF/XPF","CCY"
"JPYZWL=X","JPY/ZWL","CCY"
"BZDUSD=X","BZD/USD","CCY"
"CADKZT=X","CAD/KZT","CCY"
"OMA.PA","MAIZE","PAR"
"VUVVEF=X","VUV/VEF","CCY"
"CADIRR=X","CAD/IRR","CCY"
"GDO.NX","GOLD 1 UZ","ENX"
"KESPHP=X","KES/PHP","CCY"
"PHPHUF=X","PHP/HUF","CCY"
"BWPSGD=X","BWP/SGD","CCY"
"MADOMR=X","MAD/OMR","CCY"
"GHSRUB=X","GHS/RUB","CCY"
"DKKSGD=X","DKK/SGD","CCY"
"CHFGIP=X","CHF/GIP","CCY"
"CADBOB=X","CAD/BOB","CCY"
"UGXKRW=X","UGX/KRW","CCY"
"GBPKES=X","GBP/KES","CCY"
"SHPUSD=X","SHP/USD","CCY"
"ERNEUR=X","ERN/EUR","CCY"
"MADTWD=X","MAD/TWD","CCY"
"JPYBTN=X","JPY/BTN","CCY"
"CADKWD=X","CAD/KWD","CCY"
"BWPHUF=X","BWP/HUF","CCY"
"ZARGBP=X","ZAR/GBP","CCY"
"EURDOP=X","EUR/DOP","CCY"
"EUR-BSD.F","EUR/BSD","FRA"
"LVLGBP=X","LVL/GBP","CCY"
"AEDPLN=X","AED/PLN","CCY"
"RUBKZT=X","RUB/KZT","CCY"
"HKDUYU=X","HKD/UYU","CCY"
"LVLSEK=X","LVL/SEK","CCY"
"MXNNOK=X","MXN/NOK","CCY"
"FJDCAD=X","FJD/CAD","CCY"
"MOPSGD=X","MOP/SGD","CCY"
"19666227.SW","SILVER COINS 5 KG","EBS"
"WST=X","USD/WST","CCY"
"IEPUSD=X","IEP/USD","CCY"
"MXNKRW=X","MXN/KRW","CCY"
"RONUSD=X","RON/USD","CCY"
"ECS=X","USD/ECS","CCY"
"ILSLTL=X","ILS/LTL","CCY"
"ISKIDR=X","ISK/IDR","CCY"
"CZKSEK=X","CZK/SEK","CCY"
"PLNAED=X","PLN/AED","CCY"
